Date,Open,High,Low,Close,Adj Close,Volume
2018-09-18,730.000000,730.000000,717.000000,719.099976,701.444702,7729732
2018-09-19,727.000000,727.000000,713.200012,719.750000,702.078735,4849498
2018-09-21,713.849976,717.400024,692.000000,705.299988,687.983582,14350769
2018-09-24,706.500000,729.950012,706.500000,718.250000,700.615601,8637881
2018-09-25,718.250000,736.000000,717.000000,726.200012,708.370422,9602273
2018-09-26,731.200012,731.849976,712.000000,717.849976,700.225403,6599606
2018-09-27,722.000000,730.799988,717.450012,724.799988,707.004761,14592616
2018-09-28,721.000000,734.549988,715.200012,730.049988,712.125854,7490031
2018-10-01,737.500000,754.900024,733.000000,746.650024,728.318298,8252398
2018-10-03,743.799988,751.950012,726.299988,728.500000,710.613953,7792464
2018-10-04,728.500000,729.750000,702.500000,707.200012,689.836914,6173037
2018-10-05,713.000000,731.500000,709.299988,724.599976,706.809631,8543578
2018-10-08,725.049988,728.700012,709.250000,714.450012,696.908936,7259306
2018-10-09,717.099976,722.400024,702.650024,717.750000,700.127869,6777212
2018-10-10,719.900024,719.900024,695.400024,700.450012,683.252686,8866251
2018-10-11,685.000000,692.900024,663.299988,673.349976,656.817993,10985897
2018-10-12,676.400024,684.049988,661.500000,678.799988,662.134155,8909221
2018-10-15,688.599976,705.000000,681.500000,698.799988,681.643127,6222176
2018-10-16,710.000000,713.900024,689.400024,695.250000,678.180298,11588963
2018-10-17,710.000000,721.799988,701.349976,705.349976,688.032288,20360697
2018-10-19,687.000000,687.700012,678.000000,683.549988,666.767517,10421001
2018-10-22,688.700012,695.049988,673.799988,679.950012,663.255981,6672840
2018-10-23,675.950012,682.000000,653.299988,657.599976,641.454651,9041701
2018-10-24,663.000000,666.500000,647.150024,649.799988,633.846130,7058164
2018-10-25,643.000000,656.349976,636.250000,648.750000,639.713257,8270469
2018-10-26,645.299988,648.700012,629.900024,633.599976,624.774292,5464141
2018-10-29,633.700012,650.549988,631.500000,644.750000,635.768982,7137446
2018-10-30,641.099976,663.799988,637.450012,659.599976,650.412109,8793411
2018-10-31,663.900024,692.950012,663.049988,686.400024,676.838867,11947995
2018-11-01,689.700012,689.700012,659.599976,666.700012,657.413269,5860244
2018-11-02,665.950012,675.799988,660.099976,662.250000,653.025208,6654067
2018-11-05,663.500000,668.599976,657.000000,666.000000,656.723022,5799426
2018-11-06,667.900024,675.000000,660.650024,666.450012,657.166748,6975525
2018-11-07,673.000000,677.500000,672.000000,675.500000,666.090698,758956
2018-11-09,679.000000,679.000000,655.500000,659.500000,650.313538,9694143
2018-11-12,666.000000,676.400024,662.299988,664.200012,654.948059,7118080
2018-11-13,663.500000,667.750000,656.299988,665.700012,656.427185,4137801
2018-11-14,665.700012,665.700012,640.500000,653.200012,644.101318,7323026
2018-11-15,654.000000,666.000000,646.700012,656.400024,647.256775,5513390
2018-11-16,659.900024,662.500000,644.200012,650.849976,641.783997,8583785
2018-11-19,659.000000,662.000000,649.250000,651.700012,642.622192,6018930
2018-11-20,651.700012,656.000000,640.099976,641.400024,632.465698,5384830
2018-11-21,640.000000,640.049988,612.099976,619.099976,610.476257,14359086
2018-11-22,622.250000,628.150024,616.750000,620.750000,612.103333,6632975
2018-11-26,621.000000,628.000000,599.849976,621.450012,612.793579,15075209
2018-11-27,625.500000,641.000000,625.299988,638.900024,630.000488,12285851
2018-11-28,640.950012,668.700012,640.000000,666.400024,657.117432,17719890
2018-11-29,671.000000,674.900024,658.799988,661.049988,651.841919,13399070
2018-11-30,661.000000,672.000000,660.950012,667.450012,658.152832,10445773
2018-12-03,673.150024,679.000000,665.950012,670.349976,661.012390,8260890
2018-12-04,672.549988,688.250000,671.299988,685.250000,675.704834,7827923
2018-12-05,683.000000,683.650024,672.500000,681.400024,671.908508,5177288
2018-12-06,676.099976,685.450012,664.549988,668.500000,659.188171,8039771
2018-12-07,672.000000,685.750000,665.599976,682.799988,673.289001,5553948
2018-12-10,669.900024,683.799988,665.200012,669.200012,659.878418,5121196
2018-12-11,669.200012,681.900024,660.599976,674.500000,665.104614,7120933
2018-12-12,677.099976,680.650024,670.599976,678.500000,669.048889,6926183
2018-12-13,682.000000,700.000000,680.000000,697.750000,688.030762,7521474
2018-12-14,697.450012,713.700012,694.400024,706.049988,696.215088,9560576
2018-12-17,711.849976,711.849976,692.750000,694.400024,684.727417,4778465
2018-12-18,686.500000,686.500000,674.549988,676.599976,667.175354,8021298
2018-12-19,671.549988,671.549988,661.099976,664.849976,655.588989,8295459
2018-12-20,660.000000,671.549988,656.400024,667.049988,657.758362,11705260
2018-12-21,659.500000,659.500000,643.450012,646.200012,637.198792,12802132
2018-12-24,657.000000,658.799988,647.599976,649.000000,639.959778,8379825
2018-12-26,647.000000,647.000000,637.349976,644.049988,635.078735,6178552
2018-12-27,652.750000,663.250000,649.000000,656.799988,647.651123,15333902
2018-12-28,663.349976,663.500000,653.299988,656.950012,647.799072,4736598
2018-12-31,660.000000,662.000000,655.799988,658.950012,649.771240,3373319
2019-01-01,660.950012,666.299988,654.150024,665.049988,655.786194,2943390
2019-01-02,666.000000,674.000000,662.049988,669.049988,659.730530,7416655
2019-01-03,672.000000,677.000000,663.099976,669.150024,659.829163,6827249
2019-01-04,671.750000,673.900024,651.000000,661.049988,651.841919,7889310
2019-01-07,665.000000,673.599976,661.500000,671.700012,662.343628,8046340
2019-01-08,674.950012,677.450012,668.549988,670.049988,660.716553,8621545
2019-01-09,686.200012,689.799988,664.000000,676.099976,666.682312,18130292
2019-01-10,681.599976,682.000000,672.549988,679.700012,670.232178,9572493
2019-01-11,680.200012,685.500000,672.500000,683.500000,673.979248,12281903
2019-01-14,707.000000,710.200012,695.950012,701.900024,692.122986,19312937
2019-01-15,707.200012,730.000000,707.200012,726.599976,716.478882,19671304
2019-01-16,729.900024,737.799988,728.500000,736.799988,726.536804,9658944
2019-01-17,735.799988,739.000000,729.099976,733.349976,723.134827,6903771
2019-01-18,730.000000,736.200012,726.299988,730.950012,720.768311,5902151
2019-01-21,738.200012,751.000000,734.000000,745.000000,734.622559,8129422
2019-01-22,741.250000,749.000000,734.000000,745.349976,734.967651,6723375
2019-01-23,742.349976,742.599976,729.200012,731.650024,721.458557,7212099
2019-01-24,728.099976,736.099976,721.000000,732.000000,721.803650,7429783
2019-01-25,728.000000,737.900024,724.250000,730.349976,720.176636,5543112
2019-01-28,731.000000,732.599976,719.000000,727.950012,717.810059,7944693
2019-01-29,725.500000,732.849976,716.500000,727.900024,717.760803,6760819
2019-01-30,727.900024,734.799988,721.099976,725.900024,715.788635,5763026
2019-01-31,726.000000,751.299988,726.000000,749.549988,739.109192,13825233
2019-02-01,751.349976,762.500000,744.500000,757.049988,746.504700,6276585
2019-02-04,757.000000,762.500000,749.200012,755.900024,745.370789,3945391
2019-02-05,747.000000,759.950012,747.000000,754.849976,744.335327,4694366
2019-02-06,755.549988,766.950012,754.349976,763.299988,752.667664,5880482
2019-02-07,763.049988,769.450012,761.000000,764.000000,753.357910,3961797
2019-02-08,760.000000,772.250000,754.900024,760.900024,750.301147,5915169
2019-02-11,766.900024,768.750000,759.000000,762.799988,752.174622,5500216
2019-02-12,760.349976,760.349976,741.000000,750.450012,739.996704,7310690
2019-02-14,751.000000,753.000000,737.250000,740.049988,729.741516,4610535
2019-02-15,742.299988,746.500000,732.599976,741.950012,731.615051,5586389
2019-02-18,742.349976,747.650024,736.000000,741.049988,730.727600,5346825
2019-02-19,739.099976,740.549988,721.299988,724.299988,714.210876,9401334
2019-02-20,727.000000,743.000000,726.049988,740.700012,730.382507,5210675
2019-02-21,738.000000,738.000000,727.099976,733.450012,723.233459,7202786
2019-02-22,732.500000,738.200012,728.000000,734.950012,724.712585,3750833
2019-02-25,735.549988,758.000000,735.549988,754.900024,744.384705,6547552
2019-02-26,748.599976,752.599976,740.150024,742.500000,732.157410,8319610
2019-02-27,745.000000,746.400024,732.750000,735.250000,725.008362,5936354
2019-02-28,738.700012,742.400024,732.299988,734.299988,724.071594,8559921
2019-03-01,735.500000,743.400024,735.500000,741.900024,731.565796,3998826
2019-03-05,740.500000,742.500000,730.250000,732.500000,722.296692,4826505
2019-03-06,736.099976,736.099976,727.000000,732.500000,722.296692,6076668
2019-03-07,734.000000,734.500000,720.549988,722.950012,712.879761,5951551
2019-03-08,722.950012,722.950012,710.650024,712.349976,702.427368,7193994
2019-03-11,713.299988,718.500000,709.400024,711.250000,701.342712,9932198
2019-03-12,709.000000,714.950012,705.599976,706.950012,697.102600,11997387
2019-03-13,710.000000,718.599976,706.299988,708.450012,698.581726,11348867
2019-03-14,714.000000,714.900024,706.200012,708.349976,698.483093,6415187
2019-03-15,712.000000,723.750000,709.599976,718.549988,708.541016,14638664
2019-03-18,721.549988,723.700012,705.349976,710.200012,700.307312,8065544
2019-03-19,712.799988,726.500000,707.400024,722.250000,712.189453,8917337
2019-03-20,727.250000,742.299988,727.150024,738.950012,728.656860,13471173
2019-03-22,745.000000,746.349976,732.299988,743.099976,732.749023,8883260
2019-03-25,742.400024,742.400024,730.549988,734.799988,724.564636,6373712
2019-03-26,null,null,null,null,null,null
2019-03-27,null,null,null,null,null,null
2019-03-28,730.000000,745.000000,730.000000,737.799988,727.522827,9277241
2019-04-01,742.000000,760.000000,742.000000,755.099976,744.581848,6584982
2019-04-02,759.000000,765.799988,754.599976,759.400024,748.822021,7283600
2019-04-03,756.000000,758.500000,746.799988,753.299988,742.806946,6897127
2019-04-04,751.400024,753.799988,745.099976,747.900024,737.482178,7688525
2019-04-05,750.900024,760.950012,748.000000,759.299988,748.723389,6276040
2019-04-08,763.049988,770.000000,755.400024,767.250000,756.562622,4919911
2019-04-09,770.000000,773.000000,758.200012,760.599976,750.005249,6730692
2019-04-10,764.000000,766.700012,751.299988,752.700012,742.215332,7031088
2019-04-11,751.750000,751.750000,740.049988,742.700012,732.354614,8200995
2019-04-12,743.099976,751.549988,740.599976,747.750000,737.334290,7043212
2019-04-15,724.700012,731.349976,712.599976,727.500000,717.366333,31574803
2019-04-16,727.900024,727.900024,714.099976,724.099976,714.013672,12524411
2019-04-18,722.500000,722.500000,712.750000,717.049988,707.061890,13801105
2019-04-22,717.049988,725.750000,715.000000,721.049988,711.006165,6455426
2019-04-23,723.900024,730.000000,718.400024,728.200012,718.056580,5516668
2019-04-24,728.200012,737.900024,724.000000,736.450012,726.191711,8285120
2019-04-25,736.450012,737.650024,727.049988,728.549988,718.401733,8005235
2019-04-26,731.000000,739.799988,729.000000,738.000000,727.720093,6895168
2019-04-30,738.000000,753.799988,738.000000,751.349976,740.884094,9920046
2019-05-02,747.000000,748.400024,729.500000,730.799988,720.620361,6351352
2019-05-03,722.900024,731.000000,718.200012,723.599976,713.520630,6348116
2019-05-06,715.000000,721.799988,710.650024,718.400024,708.393127,8858265
2019-05-07,720.400024,727.900024,718.700012,724.549988,714.457397,5747436
2019-05-08,721.000000,726.000000,716.500000,719.349976,709.329834,6247642
2019-05-09,719.150024,730.299988,715.799988,721.049988,711.006165,7396525
2019-05-10,720.799988,726.000000,715.000000,716.849976,706.864685,8352335
2019-05-13,716.549988,726.450012,712.099976,719.700012,709.674988,6808993
2019-05-14,716.500000,717.750000,703.599976,713.849976,703.906433,10513001
2019-05-15,714.900024,725.200012,712.599976,716.099976,706.125122,6668929
2019-05-16,720.000000,737.000000,719.099976,733.099976,722.888306,6468556
2019-05-17,733.150024,735.799988,720.099976,723.900024,713.816528,8155948
2019-05-20,719.700012,726.400024,706.000000,722.400024,712.337402,11213708
2019-05-21,722.650024,722.650024,707.700012,709.299988,699.419861,8645535
2019-05-22,710.000000,718.250000,707.000000,709.750000,699.863586,5795713
2019-05-23,715.000000,716.700012,697.450012,701.049988,691.284790,7233736
2019-05-24,703.799988,711.750000,700.450012,709.200012,699.321289,7016424
2019-05-27,707.400024,713.799988,705.500000,708.099976,698.236572,10247544
2019-05-28,712.000000,733.450012,709.799988,728.099976,717.957947,23860490
2019-05-29,725.500000,733.650024,723.650024,727.799988,717.662170,10293077
2019-05-30,727.000000,737.250000,722.549988,733.549988,723.332031,15089296
2019-05-31,736.500000,742.950012,733.200012,737.750000,727.473572,8290306
2019-06-03,729.799988,750.900024,729.000000,744.650024,734.277466,7744761
2019-06-04,737.250000,739.450012,733.150024,735.299988,725.057678,11733702
2019-06-06,736.500000,744.650024,733.650024,735.599976,725.353516,7563925
2019-06-07,735.849976,743.950012,735.849976,739.099976,728.804749,3218358
2019-06-10,740.099976,754.099976,740.099976,753.500000,743.004150,4435148
2019-06-11,755.000000,759.000000,750.500000,754.900024,744.384705,5733127
2019-06-12,756.950012,756.950012,745.000000,753.799988,743.299988,8738342
2019-06-13,740.000000,747.200012,740.000000,742.650024,742.650024,4808577
2019-06-14,743.849976,745.500000,738.250000,740.450012,740.450012,5556353
2019-06-17,743.000000,744.500000,737.799988,740.549988,740.549988,3085588
2019-06-18,740.200012,752.450012,740.200012,750.150024,750.150024,6202838
2019-06-19,752.500000,755.400024,748.599976,751.900024,751.900024,4596253
2019-06-20,737.799988,756.900024,735.900024,754.900024,754.900024,7148684
2019-06-21,755.000000,755.000000,747.150024,750.200012,750.200012,13200318
2019-06-24,751.900024,751.900024,742.650024,745.500000,745.500000,4757052
